record_id,crosslab_nmc_id
nmc-1271,crosslab-nmc-v2-1344
nmc-1272,crosslab-nmc-v2-1345
nmc-1273,crosslab-nmc-v2-1346
nmc-1274,crosslab-nmc-v2-1347
nmc-1275,crosslab-nmc-v2-1348
nmc-1276,crosslab-nmc-v2-1349
nmc-1277,crosslab-nmc-v2-1350
nmc-1278,crosslab-nmc-v2-1351
nmc-1279,crosslab-nmc-v2-1352
nmc-1280,crosslab-nmc-v2-1353
nmc-1281,crosslab-nmc-v2-1354
nmc-1282,crosslab-nmc-v2-1355
nmc-1283,crosslab-nmc-v2-1356
nmc-1284,crosslab-nmc-v2-1357
nmc-1285,crosslab-nmc-v2-1358
nmc-1286,crosslab-nmc-v2-1359
nmc-1287,crosslab-nmc-v2-1360
nmc-1288,crosslab-nmc-v2-1361
nmc-1289,crosslab-nmc-v2-1362
nmc-1290,crosslab-nmc-v2-1363
nmc-1291,crosslab-nmc-v2-1364
nmc-1292,crosslab-nmc-v2-1365
nmc-1293,crosslab-nmc-v2-1366
nmc-1294,crosslab-nmc-v2-1367
nmc-1295,crosslab-nmc-v2-1368
nmc-1296,crosslab-nmc-v2-1369
nmc-1297,crosslab-nmc-v2-1370
nmc-1298,crosslab-nmc-v2-1373
nmc-1299,crosslab-nmc-v2-1374
nmc-1300,crosslab-nmc-v2-1375
nmc-1301,crosslab-nmc-v2-1376
nmc-1302,crosslab-nmc-v2-1377
nmc-1303,crosslab-nmc-v2-1378
nmc-1304,crosslab-nmc-v2-1379
nmc-1305,crosslab-nmc-v2-1380
nmc-1306,crosslab-nmc-v2-1381
nmc-1307,crosslab-nmc-v2-1382
nmc-1308,crosslab-nmc-v2-1383
nmc-1309,crosslab-nmc-v2-1384
nmc-1310,crosslab-nmc-v2-1385
nmc-1311,crosslab-nmc-v2-1386
nmc-1312,crosslab-nmc-v2-1387
nmc-1313,crosslab-nmc-v2-1388
nmc-1314,crosslab-nmc-v2-1389
nmc-1315,crosslab-nmc-v2-1390
nmc-1316,crosslab-nmc-v2-1391
nmc-1317,crosslab-nmc-v2-1392
nmc-1318,crosslab-nmc-v2-1393
nmc-1319,crosslab-nmc-v2-1394
nmc-1320,crosslab-nmc-v2-1395
nmc-1321,crosslab-nmc-v2-1396
nmc-1322,crosslab-nmc-v2-1397
nmc-1323,crosslab-nmc-v2-1398
nmc-1324,crosslab-nmc-v2-1399
nmc-1325,crosslab-nmc-v2-1400
nmc-1326,crosslab-nmc-v2-1401
nmc-1327,crosslab-nmc-v2-1402
nmc-1328,crosslab-nmc-v2-1403
nmc-1329,crosslab-nmc-v2-1404
nmc-1330,crosslab-nmc-v2-1405
nmc-1331,crosslab-nmc-v2-1406
nmc-1332,crosslab-nmc-v2-1407
nmc-1333,crosslab-nmc-v2-1408
nmc-1334,crosslab-nmc-v2-1409
nmc-1335,crosslab-nmc-v2-1410
nmc-1336,crosslab-nmc-v2-1411
nmc-1337,crosslab-nmc-v2-1412
nmc-1338,crosslab-nmc-v2-1413
nmc-1339,crosslab-nmc-v2-1414
nmc-1340,crosslab-nmc-v2-1415
nmc-1341,crosslab-nmc-v2-1416
nmc-1342,crosslab-nmc-v2-1417
nmc-1343,crosslab-nmc-v2-1418
nmc-1344,crosslab-nmc-v2-1419
nmc-1345,crosslab-nmc-v2-1420
nmc-1346,crosslab-nmc-v2-1421
nmc-1347,crosslab-nmc-v2-1422
nmc-1348,crosslab-nmc-v2-1423
nmc-1349,crosslab-nmc-v2-1424
nmc-1350,crosslab-nmc-v2-1425
nmc-1351,crosslab-nmc-v2-1426
nmc-1352,crosslab-nmc-v2-1427
nmc-1353,crosslab-nmc-v2-1428
nmc-1354,crosslab-nmc-v2-1429
nmc-1355,crosslab-nmc-v2-1430
nmc-1356,crosslab-nmc-v2-1431
nmc-1357,crosslab-nmc-v2-1432
nmc-1358,crosslab-nmc-v2-1433
nmc-1359,crosslab-nmc-v2-1434
nmc-1360,crosslab-nmc-v2-1435
nmc-1361,crosslab-nmc-v2-1436
nmc-1362,crosslab-nmc-v2-1437
nmc-1363,crosslab-nmc-v2-1438
nmc-1364,crosslab-nmc-v2-1439
nmc-1365,crosslab-nmc-v2-1440
nmc-1366,crosslab-nmc-v2-1441
nmc-1367,crosslab-nmc-v2-1442
nmc-1368,crosslab-nmc-v2-1443
nmc-1369,crosslab-nmc-v2-1444
nmc-1370,crosslab-nmc-v2-1445
nmc-1371,crosslab-nmc-v2-1446
nmc-1372,crosslab-nmc-v2-1447
nmc-1373,crosslab-nmc-v2-1448
nmc-1374,crosslab-nmc-v2-1449
nmc-1375,crosslab-nmc-v2-1450
nmc-1376,crosslab-nmc-v2-1451
nmc-1377,crosslab-nmc-v2-1452
nmc-1378,crosslab-nmc-v2-1453
nmc-1379,crosslab-nmc-v2-1454
nmc-1380,crosslab-nmc-v2-1455
nmc-1381,crosslab-nmc-v2-1456
nmc-1382,crosslab-nmc-v2-1457
nmc-1383,crosslab-nmc-v2-1458
nmc-1384,crosslab-nmc-v2-1459
nmc-1385,crosslab-nmc-v2-1460
nmc-1386,crosslab-nmc-v2-1461
nmc-1387,crosslab-nmc-v2-1462
nmc-1388,crosslab-nmc-v2-1463
nmc-1389,crosslab-nmc-v2-1464
nmc-1390,crosslab-nmc-v2-1465
nmc-1391,crosslab-nmc-v2-1466
nmc-1392,crosslab-nmc-v2-1467
nmc-1393,crosslab-nmc-v2-1477
nmc-1394,crosslab-nmc-v2-1483
nmc-1395,crosslab-nmc-v2-1484
nmc-1396,crosslab-nmc-v2-1485
nmc-1397,crosslab-nmc-v2-1486
nmc-1398,crosslab-nmc-v2-1487
nmc-1399,crosslab-nmc-v2-1488
nmc-1400,crosslab-nmc-v2-1489
nmc-1401,crosslab-nmc-v2-1490
nmc-1402,crosslab-nmc-v2-1491
nmc-1403,crosslab-nmc-v2-1492
nmc-1404,crosslab-nmc-v2-1493
nmc-1405,crosslab-nmc-v2-1494
nmc-1406,crosslab-nmc-v2-1495
nmc-1407,crosslab-nmc-v2-1496
nmc-1408,crosslab-nmc-v2-1497
nmc-1409,crosslab-nmc-v2-1498
nmc-1410,crosslab-nmc-v2-1499
nmc-1411,crosslab-nmc-v2-1500
nmc-1412,crosslab-nmc-v2-1501
nmc-1413,crosslab-nmc-v2-1502
nmc-1414,crosslab-nmc-v2-1503
nmc-1415,crosslab-nmc-v2-1504
nmc-1416,crosslab-nmc-v2-1505
nmc-1417,crosslab-nmc-v2-1506
nmc-1418,crosslab-nmc-v2-1507
nmc-1419,crosslab-nmc-v2-1508
nmc-1420,crosslab-nmc-v2-1509
nmc-1421,crosslab-nmc-v2-1510
nmc-1422,crosslab-nmc-v2-1511
nmc-1423,crosslab-nmc-v2-1512
nmc-1424,crosslab-nmc-v2-1513
nmc-1425,crosslab-nmc-v2-1514
nmc-1426,crosslab-nmc-v2-1515
nmc-1427,crosslab-nmc-v2-1516
nmc-1428,crosslab-nmc-v2-1517
nmc-1429,crosslab-nmc-v2-1518
nmc-1430,crosslab-nmc-v2-1519
nmc-1431,crosslab-nmc-v2-1520
nmc-1432,crosslab-nmc-v2-1521
nmc-1433,crosslab-nmc-v2-1522
nmc-1434,crosslab-nmc-v2-1523
nmc-1435,crosslab-nmc-v2-1525
nmc-1436,crosslab-nmc-v2-1536
nmc-1437,crosslab-nmc-v2-1537
nmc-1438,crosslab-nmc-v2-1538
nmc-1439,crosslab-nmc-v2-1539
nmc-1440,crosslab-nmc-v2-1540
nmc-1441,crosslab-nmc-v2-1541
nmc-1442,crosslab-nmc-v2-1542
nmc-1443,crosslab-nmc-v2-1543
nmc-1444,crosslab-nmc-v2-1544
nmc-1445,crosslab-nmc-v2-1545
nmc-1446,crosslab-nmc-v2-1547
nmc-1447,crosslab-nmc-v2-1551
nmc-1448,crosslab-nmc-v2-1552
nmc-1449,crosslab-nmc-v2-1553
nmc-1450,crosslab-nmc-v2-1554
nmc-1451,crosslab-nmc-v2-1555
nmc-1452,crosslab-nmc-v2-1556
nmc-1453,crosslab-nmc-v2-1557
nmc-1454,crosslab-nmc-v2-1558
nmc-1455,crosslab-nmc-v2-1559
nmc-1456,crosslab-nmc-v2-1560
nmc-1457,crosslab-nmc-v2-1561
nmc-1458,crosslab-nmc-v2-1562
nmc-1459,crosslab-nmc-v2-1563
nmc-1460,crosslab-nmc-v2-1564
nmc-1461,crosslab-nmc-v2-1565
nmc-1462,crosslab-nmc-v2-1566
nmc-1463,crosslab-nmc-v2-1567
nmc-1464,crosslab-nmc-v2-1568
nmc-1465,crosslab-nmc-v2-1569
nmc-1466,crosslab-nmc-v2-1570
nmc-1467,crosslab-nmc-v2-1571
nmc-1468,crosslab-nmc-v2-1572
nmc-1469,crosslab-nmc-v2-1573
nmc-1470,crosslab-nmc-v2-1574
nmc-1471,crosslab-nmc-v2-1575
nmc-1472,crosslab-nmc-v2-1576
nmc-1473,crosslab-nmc-v2-1577
nmc-1474,crosslab-nmc-v2-1578
nmc-1475,crosslab-nmc-v2-1579
nmc-1476,crosslab-nmc-v2-1580
nmc-1477,crosslab-nmc-v2-1581
nmc-1478,crosslab-nmc-v2-1582
nmc-1479,crosslab-nmc-v2-1583
nmc-1480,crosslab-nmc-v2-1584
nmc-1481,crosslab-nmc-v2-1585
nmc-1482,crosslab-nmc-v2-1586
nmc-1483,crosslab-nmc-v2-1587
nmc-1484,crosslab-nmc-v2-1588
nmc-1485,crosslab-nmc-v2-1589
nmc-1486,crosslab-nmc-v2-1590
nmc-1487,crosslab-nmc-v2-1591
nmc-1488,crosslab-nmc-v2-1592
nmc-1489,crosslab-nmc-v2-1593
nmc-1490,crosslab-nmc-v2-1594
nmc-1491,crosslab-nmc-v2-1595
nmc-1492,crosslab-nmc-v2-1596
nmc-1493,crosslab-nmc-v2-1597
nmc-1494,crosslab-nmc-v2-1598
nmc-1495,crosslab-nmc-v2-1599
nmc-1496,crosslab-nmc-v2-1600
nmc-1497,crosslab-nmc-v2-1601
nmc-1498,crosslab-nmc-v2-1602
nmc-1499,crosslab-nmc-v2-1603
nmc-1500,crosslab-nmc-v2-1604
nmc-1501,crosslab-nmc-v2-1605
nmc-1502,crosslab-nmc-v2-1606
nmc-1503,crosslab-nmc-v2-1607
nmc-1504,crosslab-nmc-v2-1608
nmc-1505,crosslab-nmc-v2-1609
nmc-1506,crosslab-nmc-v2-1610
nmc-1507,crosslab-nmc-v2-1611
nmc-1508,crosslab-nmc-v2-1612
nmc-1509,crosslab-nmc-v2-1613
nmc-1510,crosslab-nmc-v2-1614
nmc-1511,crosslab-nmc-v2-1615
nmc-1512,crosslab-nmc-v2-1616
nmc-1513,crosslab-nmc-v2-1617
nmc-1514,crosslab-nmc-v2-1618
nmc-1515,crosslab-nmc-v2-1619
nmc-1516,crosslab-nmc-v2-1620
nmc-1517,crosslab-nmc-v2-1621
nmc-1518,crosslab-nmc-v2-1622
nmc-1519,crosslab-nmc-v2-1623
nmc-1520,crosslab-nmc-v2-1624
nmc-1521,crosslab-nmc-v2-1625
nmc-1522,crosslab-nmc-v2-1626
nmc-1523,crosslab-nmc-v2-1627
nmc-1524,crosslab-nmc-v2-1628
nmc-1525,crosslab-nmc-v2-1629
nmc-1526,crosslab-nmc-v2-1630
nmc-1527,crosslab-nmc-v2-1631
nmc-1528,crosslab-nmc-v2-1632
nmc-1529,crosslab-nmc-v2-1633
nmc-1530,crosslab-nmc-v2-1634
nmc-1531,crosslab-nmc-v2-1635
nmc-1532,crosslab-nmc-v2-1636
nmc-1533,crosslab-nmc-v2-1637
nmc-1534,crosslab-nmc-v2-1638
nmc-1535,crosslab-nmc-v2-1639
nmc-1536,crosslab-nmc-v2-1640
nmc-1537,crosslab-nmc-v2-1641
nmc-1538,crosslab-nmc-v2-1642
nmc-1539,crosslab-nmc-v2-1643
nmc-1540,crosslab-nmc-v2-1644
nmc-1541,crosslab-nmc-v2-1645
nmc-1542,crosslab-nmc-v2-1646
nmc-1543,crosslab-nmc-v2-1647
nmc-1544,crosslab-nmc-v2-1648
nmc-1545,crosslab-nmc-v2-1649
nmc-1546,crosslab-nmc-v2-1650
nmc-1547,crosslab-nmc-v2-1651
nmc-1548,crosslab-nmc-v2-1652
nmc-1549,crosslab-nmc-v2-1653
nmc-1550,crosslab-nmc-v2-1654
nmc-1551,crosslab-nmc-v2-1655
nmc-1552,crosslab-nmc-v2-1656
nmc-1553,crosslab-nmc-v2-1657
nmc-1554,crosslab-nmc-v2-1658
nmc-1555,crosslab-nmc-v2-1659
nmc-1556,crosslab-nmc-v2-1660
nmc-1557,crosslab-nmc-v2-1661
nmc-1558,crosslab-nmc-v2-1662
nmc-1559,crosslab-nmc-v2-1663
nmc-1560,crosslab-nmc-v2-1664
nmc-1561,crosslab-nmc-v2-1665
nmc-1562,crosslab-nmc-v2-1666
nmc-1563,crosslab-nmc-v2-1667
nmc-1564,crosslab-nmc-v2-1668
nmc-1565,crosslab-nmc-v2-1669
nmc-1566,crosslab-nmc-v2-1670
nmc-1567,crosslab-nmc-v2-1671
nmc-1568,crosslab-nmc-v2-1672
nmc-1569,crosslab-nmc-v2-1673
nmc-1570,crosslab-nmc-v2-1674
nmc-1571,crosslab-nmc-v2-1675
nmc-1572,crosslab-nmc-v2-1676
nmc-1573,crosslab-nmc-v2-1677
nmc-1574,crosslab-nmc-v2-1678
nmc-1575,crosslab-nmc-v2-1679
nmc-1576,crosslab-nmc-v2-1680
nmc-1577,crosslab-nmc-v2-1681
nmc-1578,crosslab-nmc-v2-1682
nmc-1579,crosslab-nmc-v2-1683
nmc-1580,crosslab-nmc-v2-1684
nmc-1581,crosslab-nmc-v2-1685
nmc-1582,crosslab-nmc-v2-1686
nmc-1583,crosslab-nmc-v2-1687
nmc-1584,crosslab-nmc-v2-1688
nmc-1585,crosslab-nmc-v2-1689
nmc-1586,crosslab-nmc-v2-1690
nmc-1587,crosslab-nmc-v2-1691
nmc-1588,crosslab-nmc-v2-1692
nmc-1589,crosslab-nmc-v2-1693
nmc-1590,crosslab-nmc-v2-1694
nmc-1591,crosslab-nmc-v2-1695
nmc-1592,crosslab-nmc-v2-1696
nmc-1593,crosslab-nmc-v2-1697
nmc-1594,crosslab-nmc-v2-1698
nmc-1595,crosslab-nmc-v2-1699
nmc-1596,crosslab-nmc-v2-1700
nmc-1597,crosslab-nmc-v2-1701
nmc-1598,crosslab-nmc-v2-1702
nmc-1599,crosslab-nmc-v2-1703
nmc-1600,crosslab-nmc-v2-1704
nmc-1601,crosslab-nmc-v2-1705
nmc-1602,crosslab-nmc-v2-1706
nmc-1603,crosslab-nmc-v2-1707
nmc-1604,crosslab-nmc-v2-1708
nmc-1605,crosslab-nmc-v2-1709
nmc-1606,crosslab-nmc-v2-1710
nmc-1607,crosslab-nmc-v2-1711
nmc-1608,crosslab-nmc-v2-1712
nmc-1609,crosslab-nmc-v2-1713
nmc-1610,crosslab-nmc-v2-1714
nmc-1611,crosslab-nmc-v2-1715
nmc-1612,crosslab-nmc-v2-1716
nmc-1613,crosslab-nmc-v2-1717
nmc-1614,crosslab-nmc-v2-1718
nmc-1615,crosslab-nmc-v2-1719
nmc-1616,crosslab-nmc-v2-1720
nmc-1617,crosslab-nmc-v2-1721
nmc-1618,crosslab-nmc-v2-1722
nmc-1619,crosslab-nmc-v2-1723
nmc-1620,crosslab-nmc-v2-1724
nmc-1621,crosslab-nmc-v2-1725
nmc-1622,crosslab-nmc-v2-1726
nmc-1623,crosslab-nmc-v2-1727
nmc-1624,crosslab-nmc-v2-1728
nmc-1625,crosslab-nmc-v2-1729
nmc-1626,crosslab-nmc-v2-1730
nmc-1627,crosslab-nmc-v2-1731
nmc-1628,crosslab-nmc-v2-1732
nmc-1629,crosslab-nmc-v2-1733
nmc-1630,crosslab-nmc-v2-1734
nmc-1631,crosslab-nmc-v2-1735
nmc-1632,crosslab-nmc-v2-1736
nmc-1633,crosslab-nmc-v2-1737
nmc-1634,crosslab-nmc-v2-1738
nmc-1635,crosslab-nmc-v2-1739
nmc-1636,crosslab-nmc-v2-1740
nmc-1637,crosslab-nmc-v2-1741
nmc-1638,crosslab-nmc-v2-1742
nmc-1639,crosslab-nmc-v2-1743
nmc-1640,crosslab-nmc-v2-1744
nmc-1641,crosslab-nmc-v2-1745
nmc-1642,crosslab-nmc-v2-1746
nmc-1643,crosslab-nmc-v2-1747
nmc-1644,crosslab-nmc-v2-1748
nmc-1645,crosslab-nmc-v2-1749
nmc-1646,crosslab-nmc-v2-1750
nmc-1647,crosslab-nmc-v2-1751
nmc-1648,crosslab-nmc-v2-1752
nmc-1649,crosslab-nmc-v2-1753
nmc-1650,crosslab-nmc-v2-1754
nmc-1651,crosslab-nmc-v2-1755
nmc-1652,crosslab-nmc-v2-1756
nmc-1653,crosslab-nmc-v2-1757
nmc-1654,crosslab-nmc-v2-1758
nmc-1655,crosslab-nmc-v2-1759
nmc-1656,crosslab-nmc-v2-1760
nmc-1657,crosslab-nmc-v2-1761
nmc-1658,crosslab-nmc-v2-1762
nmc-1659,crosslab-nmc-v2-1763
nmc-1660,crosslab-nmc-v2-1764
nmc-1661,crosslab-nmc-v2-1765
nmc-1662,crosslab-nmc-v2-1766
nmc-1663,crosslab-nmc-v2-1767
nmc-1664,crosslab-nmc-v2-1768
nmc-1665,crosslab-nmc-v2-1769
nmc-1666,crosslab-nmc-v2-1770
nmc-1667,crosslab-nmc-v2-1771
nmc-1668,crosslab-nmc-v2-1772
nmc-1669,crosslab-nmc-v2-1773
nmc-1670,crosslab-nmc-v2-1774
nmc-1671,crosslab-nmc-v2-1775
nmc-1672,crosslab-nmc-v2-1776
nmc-1673,crosslab-nmc-v2-1777
nmc-1674,crosslab-nmc-v2-1778
nmc-1675,crosslab-nmc-v2-1779
nmc-1676,crosslab-nmc-v2-1780
nmc-1677,crosslab-nmc-v2-1782
nmc-1678,crosslab-nmc-v2-1783
nmc-1679,crosslab-nmc-v2-1784
nmc-1680,crosslab-nmc-v2-1785
nmc-1681,crosslab-nmc-v2-1786
nmc-1682,crosslab-nmc-v2-1787
nmc-1683,crosslab-nmc-v2-1788
nmc-1684,crosslab-nmc-v2-1789
nmc-1685,crosslab-nmc-v2-1790
nmc-1686,crosslab-nmc-v2-1791
nmc-1687,crosslab-nmc-v2-1792
nmc-1688,crosslab-nmc-v2-1793
nmc-1689,crosslab-nmc-v2-1794
nmc-1690,crosslab-nmc-v2-1795
nmc-1691,crosslab-nmc-v2-1796
nmc-1692,crosslab-nmc-v2-1797
nmc-1693,crosslab-nmc-v2-1798
nmc-1694,crosslab-nmc-v2-1799
nmc-1695,crosslab-nmc-v2-1800
nmc-1696,crosslab-nmc-v2-1801
nmc-1697,crosslab-nmc-v2-1802
nmc-1698,crosslab-nmc-v2-1803
nmc-1699,crosslab-nmc-v2-1804
nmc-1700,crosslab-nmc-v2-1805
nmc-1701,crosslab-nmc-v2-1806
nmc-1702,crosslab-nmc-v2-1807
nmc-1703,crosslab-nmc-v2-1808
nmc-1704,crosslab-nmc-v2-1809
nmc-1705,crosslab-nmc-v2-1810
nmc-1706,crosslab-nmc-v2-1811
nmc-1707,crosslab-nmc-v2-1812
nmc-1708,crosslab-nmc-v2-1813
nmc-1709,crosslab-nmc-v2-1814
nmc-1710,crosslab-nmc-v2-1815
nmc-1711,crosslab-nmc-v2-1816
nmc-1712,crosslab-nmc-v2-1817
nmc-1713,crosslab-nmc-v2-1818
nmc-1714,crosslab-nmc-v2-1819
nmc-1715,crosslab-nmc-v2-1820
nmc-1716,crosslab-nmc-v2-1821
nmc-1717,crosslab-nmc-v2-1822
nmc-1718,crosslab-nmc-v2-1823
nmc-1719,crosslab-nmc-v2-1824
nmc-1720,crosslab-nmc-v2-1825
nmc-1721,crosslab-nmc-v2-1826
nmc-1722,crosslab-nmc-v2-1827
nmc-1723,crosslab-nmc-v2-1828
nmc-1724,crosslab-nmc-v2-1829
nmc-1725,crosslab-nmc-v2-1830
nmc-1726,crosslab-nmc-v2-1831
nmc-1727,crosslab-nmc-v2-1832
nmc-1728,crosslab-nmc-v2-1833
nmc-1729,crosslab-nmc-v2-1834
nmc-1730,crosslab-nmc-v2-1836
nmc-1731,crosslab-nmc-v2-1837
nmc-1732,crosslab-nmc-v2-1838
nmc-1733,crosslab-nmc-v2-1839
nmc-1734,crosslab-nmc-v2-1841
nmc-1735,crosslab-nmc-v2-1844
nmc-1736,crosslab-nmc-v2-1846
nmc-1737,crosslab-nmc-v2-1847
nmc-1738,crosslab-nmc-v2-1848
nmc-1739,crosslab-nmc-v2-1849
nmc-1740,crosslab-nmc-v2-1850
nmc-1741,crosslab-nmc-v2-1851
nmc-1742,crosslab-nmc-v2-1852
nmc-1743,crosslab-nmc-v2-1853
nmc-1744,crosslab-nmc-v2-1854
nmc-1745,crosslab-nmc-v2-1855
nmc-1746,crosslab-nmc-v2-1856
nmc-1747,crosslab-nmc-v2-1857
nmc-1748,crosslab-nmc-v2-1858
nmc-1749,crosslab-nmc-v2-1859
nmc-1750,crosslab-nmc-v2-1860
nmc-1751,crosslab-nmc-v2-1861
nmc-1752,crosslab-nmc-v2-1862
nmc-1753,crosslab-nmc-v2-1863
nmc-1754,crosslab-nmc-v2-1864
nmc-1755,crosslab-nmc-v2-1865
nmc-1756,crosslab-nmc-v2-1866
nmc-1757,crosslab-nmc-v2-1867
nmc-1758,crosslab-nmc-v2-1868
nmc-1759,crosslab-nmc-v2-1869
nmc-1760,crosslab-nmc-v2-1870
nmc-1761,crosslab-nmc-v2-1871
nmc-1762,crosslab-nmc-v2-1872
nmc-1763,crosslab-nmc-v2-1873
nmc-1764,crosslab-nmc-v2-1874
nmc-1765,crosslab-nmc-v2-1875
nmc-1766,crosslab-nmc-v2-1876
nmc-1767,crosslab-nmc-v2-1877
nmc-1768,crosslab-nmc-v2-1878
nmc-1769,crosslab-nmc-v2-1879
nmc-1770,crosslab-nmc-v2-1880
nmc-1771,crosslab-nmc-v2-1881
nmc-1772,crosslab-nmc-v2-1882
nmc-1773,crosslab-nmc-v2-1883
nmc-1774,crosslab-nmc-v2-1884
nmc-1775,crosslab-nmc-v2-1885
nmc-1776,crosslab-nmc-v2-1886
nmc-1777,crosslab-nmc-v2-1887
nmc-1778,crosslab-nmc-v2-1888
nmc-1779,crosslab-nmc-v2-1889
nmc-1780,crosslab-nmc-v2-1890
nmc-1781,crosslab-nmc-v2-1891
nmc-1782,crosslab-nmc-v2-1892
nmc-1783,crosslab-nmc-v2-1893
nmc-1784,crosslab-nmc-v2-1894
nmc-1785,crosslab-nmc-v2-1895
nmc-1786,crosslab-nmc-v2-1896
nmc-1787,crosslab-nmc-v2-1897
nmc-1788,crosslab-nmc-v2-1898
nmc-1789,crosslab-nmc-v2-1899
nmc-1790,crosslab-nmc-v2-1900
nmc-1791,crosslab-nmc-v2-1901
nmc-1792,crosslab-nmc-v2-1902
nmc-1793,crosslab-nmc-v2-1903
nmc-1794,crosslab-nmc-v2-1904
nmc-1795,crosslab-nmc-v2-1905
nmc-1796,crosslab-nmc-v2-1906
nmc-1797,crosslab-nmc-v2-1907
nmc-1798,crosslab-nmc-v2-1908
nmc-1799,crosslab-nmc-v2-1909
nmc-1800,crosslab-nmc-v2-1910
nmc-1801,crosslab-nmc-v2-1911
nmc-1802,crosslab-nmc-v2-1912
nmc-1803,crosslab-nmc-v2-1913
nmc-1804,crosslab-nmc-v2-1914
nmc-1805,crosslab-nmc-v2-1915
nmc-1806,crosslab-nmc-v2-1916
nmc-1807,crosslab-nmc-v2-1917
nmc-1808,crosslab-nmc-v2-1918
nmc-1809,crosslab-nmc-v2-1919
nmc-1810,crosslab-nmc-v2-1920
nmc-1811,crosslab-nmc-v2-1921
nmc-1812,crosslab-nmc-v2-1922
nmc-1813,crosslab-nmc-v2-1923
nmc-1814,crosslab-nmc-v2-1924
nmc-1815,crosslab-nmc-v2-1925
nmc-1816,crosslab-nmc-v2-1926
nmc-1817,crosslab-nmc-v2-1927
nmc-1818,crosslab-nmc-v2-1928
nmc-1819,crosslab-nmc-v2-1929
nmc-1820,crosslab-nmc-v2-1930
nmc-1821,crosslab-nmc-v2-1931
nmc-1822,crosslab-nmc-v2-1932
nmc-1823,crosslab-nmc-v2-1933
nmc-1824,crosslab-nmc-v2-1934
nmc-1825,crosslab-nmc-v2-1935
nmc-1826,crosslab-nmc-v2-1936
nmc-1827,crosslab-nmc-v2-1937
nmc-1828,crosslab-nmc-v2-1938
nmc-1829,crosslab-nmc-v2-1939
nmc-1830,crosslab-nmc-v2-1940
nmc-1831,crosslab-nmc-v2-1941
nmc-1832,crosslab-nmc-v2-1942
nmc-1833,crosslab-nmc-v2-1943
nmc-1834,crosslab-nmc-v2-1944
nmc-1835,crosslab-nmc-v2-1945
nmc-1836,crosslab-nmc-v2-1946
nmc-1837,crosslab-nmc-v2-1947
nmc-1838,crosslab-nmc-v2-1948
nmc-1839,crosslab-nmc-v2-1949
nmc-1840,crosslab-nmc-v2-1950
nmc-1841,crosslab-nmc-v2-1951
nmc-1842,crosslab-nmc-v2-1952
nmc-1843,crosslab-nmc-v2-1953
nmc-1844,crosslab-nmc-v2-1954
nmc-1845,crosslab-nmc-v2-1955
nmc-1846,crosslab-nmc-v2-1956
nmc-1847,crosslab-nmc-v2-1957
nmc-1848,crosslab-nmc-v2-1958
nmc-1849,crosslab-nmc-v2-1959
nmc-1850,crosslab-nmc-v2-1960
nmc-1851,crosslab-nmc-v2-1961
nmc-1852,crosslab-nmc-v2-1962
nmc-1853,crosslab-nmc-v2-1963
nmc-1854,crosslab-nmc-v2-1964
nmc-1855,crosslab-nmc-v2-1965
nmc-1856,crosslab-nmc-v2-1966
nmc-1857,crosslab-nmc-v2-1967
nmc-1858,crosslab-nmc-v2-1968
nmc-1859,crosslab-nmc-v2-1969
nmc-1860,crosslab-nmc-v2-1970
nmc-1861,crosslab-nmc-v2-1971
nmc-1862,crosslab-nmc-v2-1972
nmc-1863,crosslab-nmc-v2-1973
nmc-1864,crosslab-nmc-v2-1974
nmc-1865,crosslab-nmc-v2-1975
nmc-1866,crosslab-nmc-v2-1976
nmc-1867,crosslab-nmc-v2-1977
nmc-1868,crosslab-nmc-v2-1978
nmc-1869,crosslab-nmc-v2-1979
nmc-1870,crosslab-nmc-v2-1980
nmc-1871,crosslab-nmc-v2-1981
nmc-1872,crosslab-nmc-v2-1982
nmc-1873,crosslab-nmc-v2-1983
nmc-1874,crosslab-nmc-v2-1984
nmc-1875,crosslab-nmc-v2-1986
nmc-1876,crosslab-nmc-v2-1987
nmc-1877,crosslab-nmc-v2-1988
nmc-1878,crosslab-nmc-v2-1990
nmc-1879,crosslab-nmc-v2-1991
nmc-1880,crosslab-nmc-v2-1992
nmc-1881,crosslab-nmc-v2-1993
nmc-1882,crosslab-nmc-v2-1994
nmc-1883,crosslab-nmc-v2-1995
nmc-1884,crosslab-nmc-v2-1996
nmc-1885,crosslab-nmc-v2-1997
nmc-1886,crosslab-nmc-v2-1998
nmc-1887,crosslab-nmc-v2-1999
nmc-1888,crosslab-nmc-v2-2000
nmc-1889,crosslab-nmc-v2-2001
nmc-1890,crosslab-nmc-v2-2002
nmc-1891,crosslab-nmc-v2-2003
nmc-1892,crosslab-nmc-v2-2004
nmc-1893,crosslab-nmc-v2-2005
nmc-1894,crosslab-nmc-v2-2006
nmc-1895,crosslab-nmc-v2-2007
nmc-1896,crosslab-nmc-v2-2008
nmc-1897,crosslab-nmc-v2-2009
nmc-1898,crosslab-nmc-v2-2010
nmc-1899,crosslab-nmc-v2-2011
nmc-1900,crosslab-nmc-v2-2012
nmc-1901,crosslab-nmc-v2-2013
nmc-1902,crosslab-nmc-v2-2014
nmc-1903,crosslab-nmc-v2-2015
nmc-1904,crosslab-nmc-v2-2016
nmc-1905,crosslab-nmc-v2-2017
