case_id,reference_row,paper,doi,field,value,status,quote_or_reason
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,voltage_window,2.0–4.3 V,stated_elsewhere,The full-cells were tested with an N/P capacity ratio of 1.1 within a range of 2.0–4.3 V
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,cell_type,"full cell, Si/a-Sn/CoSi2/G/C anode",stated,a LIB full-cell was assembled by pairing the Si/a-Sn/CoSi2/G/C anode with an NCM811 cathode
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,temperature,room temperature (no number),stated_elsewhere,All LIB measurements were taken at room temperature
v6-B3-06,1,PAPER 12,10.1007/s40820-026-02258-w,electrolyte,not_reported,not_reported,composition given only for LIB half-cell tests; the full-cell paragraph names none
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,capacity,187.3,stated,discharge capacity of 187.3 mAh g−1 at C/8
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,material,NCM811,stated,Li/NCM811 coin-cells
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,capacity_type,discharge,stated,discharge capacity of 187.3
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,cycle,not_reported,not_reported,rate-test step; no cycle index
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,c_rate,C/8,stated,at C/8
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,voltage_window,2.7–4.5 V,stated,at room temperature and in the voltage range of 2.7–4.5 V
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,cell_type,"half cell, Li metal",stated,Li/NCM811 coin-cells
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,temperature,room temperature (no number),stated,at room temperature and in the voltage range of 2.7–4.5 V
v6-B4-02,1,PAPER 20,10.3389/fenrg.2022.973336,electrolyte,1.0 M LiPF6 in EMC:EC 6:1 (v/v),stated_elsewhere,"For comparison, the conventional EC-based electrolyte was composed of 1.0 mol L−1 LiPF6 dissolved in the mixture solvent of EMC and EC in a 6:1 volume ratio (noted as 1 M LiPF6 EMC/EC)."
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,capacity,172,stated,"at 5C, the discharge capacity is 172 mAh g−1 for LWO-NMC811 and 170 mAh g−1 for bare NMC811"
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,material,LWO-NMC811,stated,LWO-NMC811
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,modification,LixWyOz (LWO) coating,stated,LWO-NMC811
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,capacity_type,discharge,stated,the discharge capacity is
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,cycle,not_reported,not_reported,rate-test step; no cycle index
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,c_rate,5C (discharge; charge at 0.2C),stated,at 5C
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,voltage_window,3.0–4.6 V,stated_elsewhere,rate capability ... within 3.0–4.6 V
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,cell_type,"half cell, Li metal",stated_elsewhere,lithium metal foil (MSE Supplies) as the anode
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,temperature,not_reported,not_reported,no coin-cell test temperature; 20 °C is given only for the dilatometry cell
v6-B3-10,1,PAPER 21,10.1016/j.mtener.2025.101862,electrolyte,1 M LiPF6 in EC:DMC 1:1 (v/v),stated_elsewhere,1 M LiPF6 in 1:1 (v/v %) ethylene carbonate and dimethyl carbonate
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,capacity,170,stated,"at 5C, the discharge capacity is 172 mAh g−1 for LWO-NMC811 and 170 mAh g−1 for bare NMC811"
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,material,bare NMC811,stated,bare NMC811
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,modification,none,stated,bare NMC811
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,capacity_type,discharge,stated,the discharge capacity is
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,cycle,not_reported,not_reported,rate-test step; no cycle index
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,c_rate,5C (discharge; charge at 0.2C),stated,at 5C
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,voltage_window,3.0–4.6 V,stated_elsewhere,rate capability ... within 3.0–4.6 V
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,cell_type,"half cell, Li metal",stated_elsewhere,lithium metal foil (MSE Supplies) as the anode
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,temperature,not_reported,not_reported,no coin-cell test temperature; 20 °C is given only for the dilatometry cell
v6-B3-10,2,PAPER 21,10.1016/j.mtener.2025.101862,electrolyte,1 M LiPF6 in EC:DMC 1:1 (v/v),stated_elsewhere,1 M LiPF6 in 1:1 (v/v %) ethylene carbonate and dimethyl carbonate
v6-B4-01,1,PAPER 30,10.3390/ma16103613,capacity,204,stated,The charge/discharge specific capacity of the first circle for SCNCM-FC and SCNCM/(ALP+BA)-FC electrodes are 241/204 and 241/203
v6-B4-01,1,PAPER 30,10.3390/ma16103613,material,single-crystal NCM811 (SCNCM),stated,SCNCM-FC
v6-B4-01,1,PAPER 30,10.3390/ma16103613,modification,none,stated,"Accordingly, the bare single-crystal NCM811 and the two treated final samples were designated as SCNCM, SCNCM/(ALP+BA)-1 (10 mg BA), and SCNCM/(ALP+BA)-2 (20 mg BA), respectively."
v6-B4-01,1,PAPER 30,10.3390/ma16103613,capacity_type,discharge,stated,charge/discharge specific capacity ... 241/204
v6-B4-01,1,PAPER 30,10.3390/ma16103613,cycle,1,stated,of the first circle
v6-B4-01,1,PAPER 30,10.3390/ma16103613,c_rate,0.1C,stated,first between 2.8 and 4.3 V at 0.1 C and 25 °C
v6-B4-01,1,PAPER 30,10.3390/ma16103613,voltage_window,2.8–4.3 V,stated,between 2.8 and 4.3 V
v6-B4-01,1,PAPER 30,10.3390/ma16103613,cell_type,"full cell, graphite",stated_elsewhere,We assembled full cells with graphite anode
v6-B4-01,1,PAPER 30,10.3390/ma16103613,temperature,25 °C,stated,at 0.1 C and 25 °C
v6-B4-01,1,PAPER 30,10.3390/ma16103613,electrolyte,not_reported,not_reported,the electrolyte is given in the coin-cell paragraph with a lithium-foil counter electrode; none is stated for the graphite full cells
v6-B1-01,1,PAPER 07,10.1002/advs.76317,capacity,185.6,stated,the NCM811|P15 Z30 PEDF|Li shows an initial specific discharge capacity of 185.6 mAh g−1 at 0.5 C
v6-B1-01,1,PAPER 07,10.1002/advs.76317,material,NCM811,stated,NCM811|P15 Z30 PEDF|Li
v6-B1-01,1,PAPER 07,10.1002/advs.76317,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B1-01,1,PAPER 07,10.1002/advs.76317,capacity_type,discharge,stated,initial specific discharge capacity
v6-B1-01,1,PAPER 07,10.1002/advs.76317,cycle,1,stated,initial specific discharge capacity
v6-B1-01,1,PAPER 07,10.1002/advs.76317,c_rate,0.5C,stated,at 0.5 C
v6-B1-01,1,PAPER 07,10.1002/advs.76317,voltage_window,not_reported,not_reported,no voltage window anywhere in the paper
v6-B1-01,1,PAPER 07,10.1002/advs.76317,cell_type,Li metal negative electrode (NCM811|P15 Z30 PEDF|Li; the paper calls these full cells),stated,the NCM811|P15 Z30 PEDF|Li shows an initial specific discharge capacity of 185.6 mAh g− 1 at 0.5 C
v6-B1-01,1,PAPER 07,10.1002/advs.76317,temperature,60 °C,stated,even at a high temperature of 60°C
v6-B1-01,1,PAPER 07,10.1002/advs.76317,electrolyte,composite solid electrolyte P15 Z30 PEDF,stated,the NCM811|P15 Z30 PEDF|Li shows an initial specific discharge capacity of 185.6 mAh g− 1 at 0.5 C
v6-B2-05,1,PAPER 02,10.3390/nano15030156,capacity,183.7,stated,The 50th discharge capacity of the electrode with MWCNTs was 183.7 mAh g−1
v6-B2-05,1,PAPER 02,10.3390/nano15030156,material,NCM811,stated_elsewhere,"Conclusions In this study, ultrahigh-loading cathodes were prepared using NCM811 and Ni92% to enhance energy density and electrochemical performance of LIBs."
v6-B2-05,1,PAPER 02,10.3390/nano15030156,modification,1 wt% MWCNT conductive additive,stated,the electrode with MWCNTs
v6-B2-05,1,PAPER 02,10.3390/nano15030156,capacity_type,discharge,stated,The 50th discharge capacity
v6-B2-05,1,PAPER 02,10.3390/nano15030156,cycle,50,stated,The 50th discharge capacity
v6-B2-05,1,PAPER 02,10.3390/nano15030156,c_rate,0.33C (after 3 cycles at 0.1C),stated,tested at 0.1 C for the 3 cycles and 0.33 C for the next 47 cycles
v6-B2-05,1,PAPER 02,10.3390/nano15030156,voltage_window,2.8–4.3 V,stated,between 2.8 and 4.3 V
v6-B2-05,1,PAPER 02,10.3390/nano15030156,cell_type,"half cell, Li metal",stated_elsewhere,"CR-2032 coin-type cell, with Li metal as the anode"
v6-B2-05,1,PAPER 02,10.3390/nano15030156,temperature,30 °C,stated_elsewhere,electrochemical performance tests in a 30 °C chamber
v6-B2-05,1,PAPER 02,10.3390/nano15030156,electrolyte,1 M LiPF6 in EC:EMC 3:7 (wt),stated_elsewhere,Commercial 1 M LiPF6 in EC:EMC (3:7 weight ratio) electrolyte
v6-B2-13,1,PAPER 23,10.1155/er/6664420,capacity,not_reported,not_reported,no 4.0C value for P0.0-NCM811; the text gives 178 mA h g−1 at 4.0 C only for P0.3-NCM811
v6-B2-13,1,PAPER 23,10.1155/er/6664420,material,NCM811 (P0.0-NCM811),stated,P0.0-NCM811
v6-B2-13,1,PAPER 23,10.1155/er/6664420,modification,none (P0.0: no PO4(3−) incorporation),stated_elsewhere,"The dried precursors were then mixed with LiOH·H2O in a Li/metal molar ratio of 1.02 and calcined in an O2 atmo- sphere at 780°C for 12 h to obtain the final P0.0-NCM811, P0.3-NCM811, and P0.5-NCM811 cathode materials."
v6-B2-13,1,PAPER 23,10.1155/er/6664420,capacity_type,discharge,stated,delivered discharge capacities
v6-B2-13,1,PAPER 23,10.1155/er/6664420,cycle,not_reported,not_reported,rate-test step
v6-B2-13,1,PAPER 23,10.1155/er/6664420,c_rate,4.0C (1C = 180 mA/g),stated,"at current rates of 0.2, 0.5, 1.0, 2.0, and 4.0 C"
v6-B2-13,1,PAPER 23,10.1155/er/6664420,voltage_window,3.0–4.5 V,stated_elsewhere,within a potential range of 3.0–4.5 V (vs. Li/Li+)
v6-B2-13,1,PAPER 23,10.1155/er/6664420,cell_type,"half cell, Li metal",stated_elsewhere,using Li metal as both the counter and reference electrodes
v6-B2-13,1,PAPER 23,10.1155/er/6664420,temperature,25 °C,stated_elsewhere,Galvanostatic charge–discharge tests were conducted at 25°C
v6-B2-13,1,PAPER 23,10.1155/er/6664420,electrolyte,1.0 M LiPF6 in EC/EMC,stated_elsewhere,The electrolyte consisted of 1.0 M LiPF6 dissolved in a mixed sol- vent of ethylene carbonate (EC) and ethyl methyl carbonate (EMC) in a 3:7 volume ratio
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,capacity,114.5 (lower end of a range),stated,the cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1 ... over a wide temperature range of 25–80 °C
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,material,NCM811,stated,an NCM811 composite cathode
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,capacity_type,discharge (reversible),stated,reversible discharge capacities of 114.5–168.8
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,cycle,not_reported,not_reported,no cycle index
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,c_rate,0.1C,stated,b Voltage profiles tested at 0.1 C over 25–80 °C (cathode loading: 14.9 mg ­cm–2).
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,voltage_window,2.0–4.3 V,stated_elsewhere,ASSLB full-cells were tested at 60 °C (except for temperature-dependent tests) within a voltage range of 2.0–4.3 V
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,cell_type,"all-solid-state full cell, Si/a-Sn/CoSi2/G/C anode",stated,"Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE"
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,temperature,not_reported,not_reported,'over a wide temperature range of 25–80 °C'; neither endpoint is bound to a temperature
v6-B3-11,1,PAPER 12,10.1007/s40820-026-02258-w,electrolyte,Li6PS5Cl (LPSC) sulfide solid electrolyte,stated,LPSC SE
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,capacity,168.8 (upper end of a range),stated,114.5–168.8 mAh g–1 ... over a wide temperature range of 25–80 °C
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,material,NCM811,stated,an NCM811 composite cathode
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,capacity_type,discharge (reversible),stated,reversible discharge capacities of 114.5–168.8
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,cycle,not_reported,not_reported,no cycle index
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,c_rate,0.1C,stated,b Voltage profiles tested at 0.1 C over 25–80 °C (cathode loading: 14.9 mg ­cm–2).
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,voltage_window,2.0–4.3 V,stated_elsewhere,ASSLB full-cells were tested at 60 °C (except for temperature-dependent tests) within a voltage range of 2.0–4.3 V
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,cell_type,"all-solid-state full cell, Si/a-Sn/CoSi2/G/C anode",stated,"Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE"
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,temperature,not_reported,not_reported,'over a wide temperature range of 25–80 °C'; neither endpoint is bound to a temperature
v6-B3-11,2,PAPER 12,10.1007/s40820-026-02258-w,electrolyte,Li6PS5Cl (LPSC) sulfide solid electrolyte,stated,LPSC SE
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,capacity,190,stated,The rate capability of NCM811 cathode in our electrolyte exhibits high capacities of 190 and 163 mAh g−1 at 1C and 2C
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,material,NCM811,stated,NCM811 cathode
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,capacity_type,not_reported,not_reported,'high capacities of 190 and 163 mAh g−1'; not labelled charge or discharge
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,cycle,not_reported,not_reported,rate-test step
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,c_rate,1C,stated,"at 1C and 2C, respectively"
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,voltage_window,3.0–4.6 V,stated_elsewhere,The Li|NCM811 cells were cycled at C/2 (1C = 200 mA g−1) charge/discharge between 3 and 4.6 V after the first three activation cycles at C/5 charge/discharge.
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,cell_type,"half cell, Li metal",stated_elsewhere,The Li|NCM811 cells were cycled at C/2 (1C = 200 mA g−1) charge/discharge between 3 and 4.6 V after the first three activation cycles at C/5 charge/discharge.
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,temperature,25 °C,stated_elsewhere,cycling tests for coin cells ... were carried out on a Land instrument in the oven at 25 °C
v6-B4-06,1,PAPER 22,10.1038/s41467-023-36853-x,electrolyte,1 M LiBF4 + 1 M LiDFOB in tFEP/FEC,stated_elsewhere,Performance of 4.6 V NCM811 and LiCoO2 cathode The compatibility of 1 M LiBF4 + 1 M LiDFOB tFEP/FEC electrolyte with high-voltage cathodes was evaluated using aggressive 4.6 V NCM811 and LiCoO2 cathode (Fig.
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,capacity,160,stated,reversible discharge specific capacity retention (160 mAh g-1 after 200 cycles at 1 C rate)
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,material,NCM811 (HR-NCM),stated,the NCM811 material with a higher primary particle length/width ratio
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,modification,high primary-particle length/width ratio,stated,higher primary particle length/width ratio
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,capacity_type,discharge (reversible),stated,reversible discharge specific capacity
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,cycle,200,stated,after 200 cycles
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,c_rate,1C,stated,at 1 C rate
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,voltage_window,2.7–4.3 V,stated_elsewhere,cycling stability of two cathodes at 1 C in the voltage range of 2.7–4.3 V
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,cell_type,"half cell, Li metal",stated_elsewhere,CR2032-type half cells constructed using lithium metal as the anode
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,temperature,25 °C,stated_elsewhere,between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C
v6-B3-07,1,PAPER 24,10.20517/energymater.2023.59,electrolyte,1 M LiPF6 in EC/DEC/DMC (1:1:1 vol) + 5 wt% FEC,stated_elsewhere,The electrolyte used was 1 M LiPF6 in EC/DEC/DMC (1:1:1 Vol%) with 5 wt% FEC
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,capacity,167.6,stated,"NCMSe exhibited excellent rate capability, achieving a high discharge specific capacity of 167.6 mAh g−1 at 10 C"
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,material,NCM811 (NCMSe),stated,NCMSe
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,modification,selenium modification,stated,"the Se-modified NCM811 sample, denoted as NCMSe"
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,capacity_type,discharge,stated,discharge specific capacity
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,cycle,not_reported,not_reported,rate-test step
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,c_rate,10C,stated,at 10 C
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,voltage_window,2.7–4.5 V,stated_elsewhere,the half-cells were cycled within the range of 2.7–4.5 V
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,cell_type,"half cell, Li metal",stated_elsewhere,The anode was made of lithium metal foil
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,temperature,not_reported,not_reported,no test temperature anywhere in the paper
v6-B2-08,1,PAPER 14,10.1002/sstr.202300247,electrolyte,1.0 M LiPF6 in EC:DEC 3:7 (wt),stated_elsewhere,"a solution of 1.0 M LiPF6 in ethylene carbonate: diethyl carbonate (EC: DEC, 3:7 by weight)"
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,capacity,183.9,stated,"After 100 cycles, the discharge capacity still reached to 183.9 mAh g−1"
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,material,single-crystal NCM811,stated,single crystal Nickel-rich LiNi0.8Co0.1Mn0.1O2 (NCM811)
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,capacity_type,discharge,stated,the discharge capacity still reached to 183.9
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,cycle,100,stated,After 100 cycles
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,c_rate,0.2C,stated,FIGURE 6 ... at a cut-off voltage of 2.7–4.8 V and a current density of 0.2 C
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,voltage_window,2.7–4.8 V,stated,at a cut-off voltage of 2.7–4.8 V
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,cell_type,"half cell, Li metal",stated,Charge-discharge cycling performances of Li/NCM811 coin-cells
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,temperature,not_reported,not_reported,room temperature is given only for the pouch-cell tests; no temperature for the 4.8 V coin-cell cycling
v6-B2-03,1,PAPER 20,10.3389/fenrg.2022.973336,electrolyte,1 M LiPF6 in MTFP/EMC/FEC 3:6:1 (v/v/v),stated,the NCM811 cells with 1 M LiPF6 MTFP/EMC/FEC
v6-B3-05,1,PAPER 30,10.3390/ma16103613,capacity,158,stated,"After 200 cycles under 1C, the modified electrode of SCNCM/(ALP+BA)-1 has a reversible specific capacity of 158 mAh g−1"
v6-B3-05,1,PAPER 30,10.3390/ma16103613,material,single-crystal NCM811 (SCNCM),stated,SCNCM/(ALP+BA)-1
v6-B3-05,1,PAPER 30,10.3390/ma16103613,modification,aluminum triphosphate (ALP) + boric acid (BA) coating,stated,aluminum triphosphate (ALP) and boric acid (BA)
v6-B3-05,1,PAPER 30,10.3390/ma16103613,capacity_type,not_reported,not_reported,the paper calls 158 mAh/g a 'reversible specific capacity' and never says charge or discharge; reading it as discharge is a convention
v6-B3-05,1,PAPER 30,10.3390/ma16103613,cycle,200,stated,After 200 cycles
v6-B3-05,1,PAPER 30,10.3390/ma16103613,c_rate,1C,stated,under 1C
v6-B3-05,1,PAPER 30,10.3390/ma16103613,voltage_window,2.8–4.5 V,stated,h g-1) Cycle Number SCNCM SCNCM/(ALP+BA)−1 SCNCM/(ALP+BA)−2 1 C 2.8-4.5 V 25 °C 0 20 40 60 80 100 120 140 160 180 200 0 40 80 120 160 200 Specific capacity (mAh g-1) Cycle Number SCNCM SCNCM/(ALP+BA)−1 0 50 100 150 200
v6-B3-05,1,PAPER 30,10.3390/ma16103613,cell_type,"half cell, Li foil",stated_elsewhere,The adopted separator between the cathode and the anode was a porous polypropylene ﬁlm (Celgard 2500) while lithium foil was used as the counter electrode
v6-B3-05,1,PAPER 30,10.3390/ma16103613,temperature,25 °C,stated,h g-1) Cycle Number SCNCM SCNCM/(ALP+BA)−1 SCNCM/(ALP+BA)−2 1 C 2.8-4.5 V 25 °C 0 20 40 60 80 100 120 140 160 180 200 0 40 80 120 160 200 Specific capacity (mAh g-1) Cycle Number SCNCM SCNCM/(ALP+BA)−1 0 50 100 150 200
v6-B3-05,1,PAPER 30,10.3390/ma16103613,electrolyte,1 M LiPF6 in EC/EMC/DMC 1:1:1 (wt),stated_elsewhere,"China, and is prepared by dissolving 1 mol L−1 LiPF6 in a ternary solvent of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and dimethyl carbonate (DMC) at a weight ratio of 1:1:1"
v6-B2-01,1,PAPER 08,10.1155/er/8863976,capacity,205.79,stated,the discharge capacity of NMC811@cPAN has reached 205.79 mAh g−1
v6-B2-01,1,PAPER 08,10.1155/er/8863976,material,NMC811@cPAN,stated,NMC811@cPAN
v6-B2-01,1,PAPER 08,10.1155/er/8863976,modification,PAN-derived carbon coating,stated,NMC811@cPAN
v6-B2-01,1,PAPER 08,10.1155/er/8863976,capacity_type,discharge,stated,the discharge capacity of NMC811@cPAN
v6-B2-01,1,PAPER 08,10.1155/er/8863976,cycle,not_reported,not_reported,0.2C recovery step of a rate test; no cycle index
v6-B2-01,1,PAPER 08,10.1155/er/8863976,c_rate,0.2C,stated,When the current rate returns to 0.2 C
v6-B2-01,1,PAPER 08,10.1155/er/8863976,voltage_window,2.8–4.3 V,stated,within the voltage range from 2.8 to 4.3 V at 28°C (Figure 8b)
v6-B2-01,1,PAPER 08,10.1155/er/8863976,cell_type,"half cell, Li metal",stated_elsewhere,"To assemble the LIB half-cells, the fab- ricated cathode electrodes were paired with lithium metal foil as the anode"
v6-B2-01,1,PAPER 08,10.1155/er/8863976,temperature,28 °C,stated,at 28°C (Figure 8b)
v6-B2-01,1,PAPER 08,10.1155/er/8863976,electrolyte,1 M LiPF6 in EC/EMC/DEC 2:2:1 (wt) + 10 wt% FEC,stated_elsewhere,"The electrolyte used in the assembly was a 1M solution of lithium hexaﬂuorophosphate (LiPF6) dissolved in a solvent mixture of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and diethyl carbonate (DEC) in a 2:2:1 weight ratio, with 10 wt% ﬂuoroethylene carbonate (FEC) additive"
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,capacity,~100,stated,with the material stabilizing at ~100 mAh g−1 by the 100th cycle
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,material,NMC811 (0.2 M metal-concentration synthesis),stated,The NMC811 produced at a metal concentration of 0.2 M
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,capacity_type,not_reported,not_reported,'specific capacity'; never labelled charge or discharge
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,cycle,100,stated,by the 100th cycle
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,c_rate,C/3 (after one C/10 activation cycle),stated_elsewhere,1) activation cycle at C/10 ... 2) the rest of the cycles at C/3
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,voltage_window,3.0–4.5 V,stated_elsewhere,voltage cut off 4.5–3.0
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,cell_type,"half cell, Li metal",stated_elsewhere,coin-cell configuration using 12 mm diameter lithium metal as counter electrode
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,temperature,25 °C,stated_elsewhere,All cycling tests were conducted at 25 °C
v6-B2-11,1,PAPER 26,10.1016/j.jpowsour.2025.239058,electrolyte,"1 M LiPF6 in EC:DMC 1:1 (v/v), LP30",stated_elsewhere,"150 μl of 1M LiPF6 in EC:DMC 1:1(v:v), LP30"
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,capacity,172.9,stated,"specific capacities of 211.2, 202.9, 187.8, 172.9, and 157.7 mAh g−1 are achieved at 0.1, 0.2, 0.5, 1 C and 2 C rates for the Li|G-P3 AR|NCM811 cell"
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,material,NCM811,stated,Li|G-P3 AR|NCM811 cell
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,capacity_type,not_reported,not_reported,'specific capacities'; not labelled charge or discharge
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,cycle,not_reported,not_reported,rate-test step
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,c_rate,1C,stated,"In the rate performance test, specific capaci- ties of 211.2, 202.9, 187.8, 172.9, and 157.7 mAh ­g−1 are achieved at 0.1, 0.2, 0.5, 1 C and 2 C rates for the Li|G- P3 AR|NCM811 cell, respectively."
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,voltage_window,cutoff 4.3 V (lower cutoff not given),stated_elsewhere,LMBs with NCM811 cathodes were assembled and evaluated at 25 °C with a cutoff voltage of 4.3 V
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,cell_type,"half cell, Li metal",stated,Li|G-P3 AR|NCM811 cell
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,temperature,25 °C,stated_elsewhere,evaluated at 25 °C with a cutoff voltage of 4.3 V
